user_id,article_id_BWS,TOP-K_BWS
dusini-FALTER_20220511_4A7528A16C,FALTER_20220504_B6225EFA09,5
dusini-FALTER_20220511_4A7528A16C,FALTER_20220216_1626608CBE,6
dusini-FALTER_20220511_4A7528A16C,FALTER_20211215_342F355253,7
dusini-FALTER_20220511_4A7528A16C,FALTER_20220907_E058ABCBB5,8
dusini-FALTER_20220511_4A7528A16C,FALTER_20220223_AF8F3F2AEB,9
dusini-FALTER_20220511_4A7528A16C,FALTER_20220112_3A36C4309B,10
dusini-FALTER_20220511_4A7528A16C,FALTER_20220615_0680834F09,11
dusini-FALTER_20220511_4A7528A16C,FALTER_20221116_0EFF68E611,12
dusini-FALTER_20220511_4A7528A16C,FALTER_20221102_CA7B580DFC,13
dusini-FALTER_20220511_4A7528A16C,FALTER_20221012_CB2AB42489,14
dusini-FALTER_20220511_4A7528A16C,FALTER_20220928_FFA1952AD7,15
dusini-FALTER_20220511_6D70F1D871,FALTER_20220427_FE8EA8FDF8,1
dusini-FALTER_20220511_6D70F1D871,FALTER_20220427_D4AFB5A992,2
dusini-FALTER_20220511_6D70F1D871,FALTER_20220202_5187992005,3
dusini-FALTER_20220511_6D70F1D871,FALTER_20220511_4A7528A16C,4
dusini-FALTER_20220511_6D70F1D871,FALTER_20220427_B3A080073E,5
dusini-FALTER_20220511_6D70F1D871,FALTER_20220330_CE3567D9B8,6
dusini-FALTER_20220511_6D70F1D871,FALTER_20220504_B6225EFA09,7
dusini-FALTER_20220511_6D70F1D871,FALTER_20220622_0FDF06C890,8
dusini-FALTER_20220511_6D70F1D871,FALTER_20220622_0B469E3484,9
dusini-FALTER_20220511_6D70F1D871,FALTER_20221116_0EFF68E611,10
dusini-FALTER_20220511_6D70F1D871,FALTER_20220112_3A36C4309B,11
dusini-FALTER_20220511_6D70F1D871,FALTER_20221012_CB2AB42489,12
dusini-FALTER_20220511_6D70F1D871,FALTER_20220615_0680834F09,13
dusini-FALTER_20220511_6D70F1D871,FALTER_20221026_0EDFE61C97,14
dusini-FALTER_20220511_6D70F1D871,FALTER_20221102_597E5E1871,15
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220615_F70A04D2E7,1
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20221019_1AC8422DC7,2
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220126_F8B75E00BD,3
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220928_51BF4C2EDF,4
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220615_0680834F09,5
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220615_145274EAAE,6
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220413_6C96FF4896,7
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220323_8B8BF208AC,8
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220511_4A7528A16C,9
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220907_E058ABCBB5,10
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220427_B3A080073E,11
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20221019_9120B4D0D7,12
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20221102_CA7B580DFC,13
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220615_CD2A721ADA,14
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20221116_0EFF68E611,15
dusini-FALTER_20220601_DBC41DA950,FALTER_20220330_4D2C18C30F,1
dusini-FALTER_20220601_DBC41DA950,FALTER_20220921_B9FD8D69D4,2
dusini-FALTER_20220601_DBC41DA950,FALTER_20220622_C498E573D8,3
dusini-FALTER_20220601_DBC41DA950,FALTER_20220907_E058ABCBB5,4
dusini-FALTER_20220601_DBC41DA950,FALTER_20221102_A843EB455B,5
dusini-FALTER_20220601_DBC41DA950,FALTER_20220831_BA901FBA34,6
dusini-FALTER_20220601_DBC41DA950,FALTER_20220302_A898C15939,7
dusini-FALTER_20220601_DBC41DA950,FALTER_20220209_5CA8DCBD6D,8
dusini-FALTER_20220601_DBC41DA950,FALTER_20220302_19351A344E,9
dusini-FALTER_20220601_DBC41DA950,FALTER_20220223_788A4CE7AA,10
dusini-FALTER_20220601_DBC41DA950,FALTER_20220601_3D0F98B79F,11
dusini-FALTER_20220601_DBC41DA950,FALTER_20220420_779068A899,12
dusini-FALTER_20220601_DBC41DA950,FALTER_20220420_31EBD6C256,13
dusini-FALTER_20220601_DBC41DA950,FALTER_20211222_A35407C20B,14
dusini-FALTER_20220601_DBC41DA950,FALTER_20220928_39715CE467,15
dusini-FALTER_20220608_12153BFC3D,FALTER_20220406_DA8363C875,1
dusini-FALTER_20220608_12153BFC3D,FALTER_20220511_6268F6609B,2
dusini-FALTER_20220608_12153BFC3D,FALTER_20220817_512C1255EC,3
dusini-FALTER_20220608_12153BFC3D,FALTER_20220720_F31CD33C71,4
dusini-FALTER_20220608_12153BFC3D,FALTER_20220713_1D271A2558,5
dusini-FALTER_20220608_12153BFC3D,FALTER_20220608_E167CABB77,6
dusini-FALTER_20220608_12153BFC3D,FALTER_20211215_433FEB54B9,7
dusini-FALTER_20220608_12153BFC3D,FALTER_20221109_153991C14D,8
dusini-FALTER_20220608_12153BFC3D,FALTER_20220518_B804602C3C,9
dusini-FALTER_20220608_12153BFC3D,FALTER_20220615_145274EAAE,10
dusini-FALTER_20220608_12153BFC3D,FALTER_20220504_05D47A7910,11
dusini-FALTER_20220608_12153BFC3D,FALTER_20221116_43D92DB2B6,12
dusini-FALTER_20220608_12153BFC3D,FALTER_20220615_738844C644,13
dusini-FALTER_20220608_12153BFC3D,FALTER_20220309_FE59453C09,14
dusini-FALTER_20220608_12153BFC3D,FALTER_20220907_3CA9E5CFA8,15
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220601_6E4781770E,1
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220720_A728B9AAB6,2
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220323_A229E0EDC3,3
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220316_F51D71B7D9,4
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220309_E0E0B5AA9A,5
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220309_E639164461,6
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220302_19351A344E,7
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220608_EB939901FB,8
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220518_B804602C3C,9
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220518_D9551C3082,10
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20221102_D4FD5EB4A6,11
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20221109_F5E4953E67,12
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220209_5CA8DCBD6D,13
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220413_EDC7023A23,14
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220511_71668B1344,15
dusini-FALTER_20220615_0680834F09,FALTER_20220209_E70DD8F0F6,1
dusini-FALTER_20220615_0680834F09,FALTER_20220216_155DEE7629,2
dusini-FALTER_20220615_0680834F09,FALTER_20220119_A357147667,3
dusini-FALTER_20220615_0680834F09,FALTER_20221102_CC7E34FD07,4
dusini-FALTER_20220615_0680834F09,FALTER_20221130_3623C3579B,5
dusini-FALTER_20220615_0680834F09,FALTER_20220706_ADE1FE5C97,6
dusini-FALTER_20220615_0680834F09,FALTER_20220629_6A6D6ADE83,7
dusini-FALTER_20220615_0680834F09,FALTER_20220817_512C1255EC,8
dusini-FALTER_20220615_0680834F09,FALTER_20221019_9120B4D0D7,9
dusini-FALTER_20220615_0680834F09,FALTER_20211222_FD8F17EAB4,10
dusini-FALTER_20220615_0680834F09,FALTER_20220608_6A27A6CE72,11
dusini-FALTER_20220615_0680834F09,FALTER_20221116_0EFF68E611,12
dusini-FALTER_20220615_0680834F09,FALTER_20220316_053C18E18C,13
dusini-FALTER_20220615_0680834F09,FALTER_20221012_CB2AB42489,14
dusini-FALTER_20220615_0680834F09,FALTER_20220615_3D90A3BADF,15
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220126_F8B75E00BD,1
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220601_CBBA2F1D59,2
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220601_B344719789,3
dusini-FALTER_20220615_F70A04D2E7,FALTER_20221012_D6A09D0DB1,4
dusini-FALTER_20220615_F70A04D2E7,FALTER_20221130_814740961A,5
dusini-FALTER_20220615_F70A04D2E7,FALTER_20221005_0B9417B765,6
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220420_A969C09ACC,7
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220420_03E73B0284,8
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220323_A98514D01D,9
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220323_B272A60E63,10
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220302_19351A344E,11
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220727_ABE58D8343,12
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220330_6E1BE1BF68,13
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220615_CD2A721ADA,14
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220323_9D2681AD74,15
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220629_3529909DD4,1
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220608_793A4CE426,2
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220824_55B72E76F9,3
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220406_3B5172364F,4
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220921_22135BD9FB,5
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220504_05D47A7910,6
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220330_ECDF854278,7
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220316_C33003D020,8
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220413_EDC7023A23,9
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220302_19351A344E,10
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220323_B272A60E63,11
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220216_154FB2A50F,12
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220202_4D9BB86D11,13
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220420_10649CB743,14
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220309_783F178A7F,15
konzett-FALTER_20220504_05D47A7910,FALTER_20220518_0208107410,1
konzett-FALTER_20220504_05D47A7910,FALTER_20220126_FC2A19179F,2
konzett-FALTER_20220504_05D47A7910,FALTER_20220629_3529909DD4,3
konzett-FALTER_20220504_05D47A7910,FALTER_20220713_10A3A57EE6,4
konzett-FALTER_20220504_05D47A7910,FALTER_20220608_793A4CE426,5
konzett-FALTER_20220504_05D47A7910,FALTER_20220518_B804602C3C,6
konzett-FALTER_20220504_05D47A7910,FALTER_20220413_EDC7023A23,7
konzett-FALTER_20220504_05D47A7910,FALTER_20220413_3CE88548EC,8
konzett-FALTER_20220504_05D47A7910,FALTER_20220406_3B5172364F,9
konzett-FALTER_20220504_05D47A7910,FALTER_20220316_E4ABA42543,10
konzett-FALTER_20220504_05D47A7910,FALTER_20220817_512C1255EC,11
konzett-FALTER_20220504_05D47A7910,FALTER_20220112_8EAECAFBBC,12
konzett-FALTER_20220504_05D47A7910,FALTER_20211222_40076C3AB9,13
konzett-FALTER_20220504_05D47A7910,FALTER_20221102_90607487F9,14
konzett-FALTER_20220504_05D47A7910,FALTER_20220622_3C4302B106,15
konzett-FALTER_20220504_56F2775FB7,FALTER_20220112_065792B3FC,1
konzett-FALTER_20220504_56F2775FB7,FALTER_20220810_D7E2127763,2
konzett-FALTER_20220504_56F2775FB7,FALTER_20221102_2F75E76A72,3
konzett-FALTER_20220504_56F2775FB7,FALTER_20221026_792F2C3031,4
konzett-FALTER_20220504_56F2775FB7,FALTER_20220302_6B63F05963,5
konzett-FALTER_20220504_56F2775FB7,FALTER_20220824_56AF6D9EAD,6
konzett-FALTER_20220504_56F2775FB7,FALTER_20220316_5A50F8FDB8,7
konzett-FALTER_20220504_56F2775FB7,FALTER_20220202_CC707934FF,8
konzett-FALTER_20220504_56F2775FB7,FALTER_20211222_B0A321871F,9
konzett-FALTER_20220504_56F2775FB7,FALTER_20220615_145274EAAE,10
konzett-FALTER_20220504_56F2775FB7,FALTER_20220622_BAB30B3565,11
konzett-FALTER_20220504_56F2775FB7,FALTER_20220223_CDDF5A96F6,12
konzett-FALTER_20220504_56F2775FB7,FALTER_20221019_C7B0CE1462,13
konzett-FALTER_20220504_56F2775FB7,FALTER_20220629_3529909DD4,14
konzett-FALTER_20220504_56F2775FB7,FALTER_20220727_7BBF96391C,15
konzett-FALTER_20220511_6268F6609B,FALTER_20221130_047A3E3939,1
konzett-FALTER_20220511_6268F6609B,FALTER_20220803_F6FBD645BC,2
konzett-FALTER_20220511_6268F6609B,FALTER_20220817_512C1255EC,3
konzett-FALTER_20220511_6268F6609B,FALTER_20220518_48A2BFD79B,4
konzett-FALTER_20220511_6268F6609B,FALTER_20220525_04F1FE7FB2,5
konzett-FALTER_20220511_6268F6609B,FALTER_20220202_7BCB6EE7FE,6
konzett-FALTER_20220511_6268F6609B,FALTER_20221130_040A811F32,7
konzett-FALTER_20220511_6268F6609B,FALTER_20221207_9D96B175FE,8
konzett-FALTER_20220511_6268F6609B,FALTER_20220615_58EE1B7D7A,9
konzett-FALTER_20220511_6268F6609B,FALTER_20220406_DA8363C875,10
konzett-FALTER_20220511_6268F6609B,FALTER_20220126_5FA47BB63A,11
konzett-FALTER_20220511_6268F6609B,FALTER_20220330_426C78A4CD,12
konzett-FALTER_20220511_6268F6609B,FALTER_20220330_73CAF44312,13
konzett-FALTER_20220511_6268F6609B,FALTER_20221019_C7B0CE1462,14
konzett-FALTER_20220511_6268F6609B,FALTER_20220406_7C4E975FD1,15
konzett-FALTER_20220511_71668B1344,FALTER_20220511_69C5FA68D4,1
konzett-FALTER_20220511_71668B1344,FALTER_20220504_21926FB373,2
konzett-FALTER_20220511_71668B1344,FALTER_20220713_038D7E7989,3
konzett-FALTER_20220511_71668B1344,FALTER_20220504_88561D5AE3,4
konzett-FALTER_20220511_71668B1344,FALTER_20220921_22135BD9FB,5
konzett-FALTER_20220511_71668B1344,FALTER_20220504_E5FD52ABF3,6
konzett-FALTER_20220511_71668B1344,FALTER_20220518_E9E880A78A,7
konzett-FALTER_20220511_71668B1344,FALTER_20220511_3AA9B1253E,8
konzett-FALTER_20220511_71668B1344,FALTER_20220518_FC5FC33C3D,9
konzett-FALTER_20220511_71668B1344,FALTER_20220608_793A4CE426,10
konzett-FALTER_20220511_71668B1344,FALTER_20220413_EDC7023A23,11
konzett-FALTER_20220511_71668B1344,FALTER_20211215_433FEB54B9,12
konzett-FALTER_20220511_71668B1344,FALTER_20211222_FD8F17EAB4,13
konzett-FALTER_20220511_71668B1344,FALTER_20220216_154FB2A50F,14
konzett-FALTER_20220511_71668B1344,FALTER_20220202_4D9BB86D11,15
konzett-FALTER_20220511_907EE770CC,FALTER_20220629_3529909DD4,1
konzett-FALTER_20220511_907EE770CC,FALTER_20220427_2C913FA8F8,2
konzett-FALTER_20220511_907EE770CC,FALTER_20220803_17694F2803,3
konzett-FALTER_20220511_907EE770CC,FALTER_20220413_EDC7023A23,4
konzett-FALTER_20220511_907EE770CC,FALTER_20220413_7F2C679512,5
konzett-FALTER_20220511_907EE770CC,FALTER_20220511_FBF1B6E8BF,6
konzett-FALTER_20220511_907EE770CC,FALTER_20220615_145274EAAE,7
konzett-FALTER_20220511_907EE770CC,FALTER_20211222_851411A120,8
konzett-FALTER_20220511_907EE770CC,FALTER_20220720_D1344797F8,9
konzett-FALTER_20220511_907EE770CC,FALTER_20220216_27F6C35B6E,10
konzett-FALTER_20220511_907EE770CC,FALTER_20220831_629F7A9F15,11
konzett-FALTER_20220511_907EE770CC,FALTER_20220223_CDDF5A96F6,12
konzett-FALTER_20220511_907EE770CC,FALTER_20220202_4D9BB86D11,13
konzett-FALTER_20220511_907EE770CC,FALTER_20211215_4EF6167A2A,14
konzett-FALTER_20220511_907EE770CC,FALTER_20220928_1A92012FF7,15
konzett-FALTER_20220518_0208107410,FALTER_20220615_FFB5B18574,1
konzett-FALTER_20220518_0208107410,FALTER_20220126_FC2A19179F,2
konzett-FALTER_20220518_0208107410,FALTER_20220622_3C4302B106,3
konzett-FALTER_20220518_0208107410,FALTER_20220706_C0D77EF662,4
konzett-FALTER_20220518_0208107410,FALTER_20221207_6A66601DD0,5
konzett-FALTER_20220518_0208107410,FALTER_20221207_FFD5F21AFF,6
konzett-FALTER_20220518_0208107410,FALTER_20220928_B356F47421,7
konzett-FALTER_20220518_0208107410,FALTER_20220914_5D43F08AA5,8
konzett-FALTER_20220518_0208107410,FALTER_20220427_3CA39CC04D,9
konzett-FALTER_20220518_0208107410,FALTER_20220615_FAF392ED7C,10
konzett-FALTER_20220518_0208107410,FALTER_20220914_C0E641D52B,11
konzett-FALTER_20220518_0208107410,FALTER_20220316_C33003D020,12
konzett-FALTER_20220518_0208107410,FALTER_20220504_05D47A7910,13
konzett-FALTER_20220518_0208107410,FALTER_20220427_D5E6DF4DB1,14
konzett-FALTER_20220518_0208107410,FALTER_20220209_4A94AA3643,15
konzett-FALTER_20220518_B804602C3C,FALTER_20220309_54EDF6DE99,1
konzett-FALTER_20220518_B804602C3C,FALTER_20220309_C7D1CAC2CC,2
konzett-FALTER_20220518_B804602C3C,FALTER_20221102_92EEC85C8A,3
konzett-FALTER_20220518_B804602C3C,FALTER_20220921_22135BD9FB,4
konzett-FALTER_20220518_B804602C3C,FALTER_20220420_C63F753BEC,5
konzett-FALTER_20220518_B804602C3C,FALTER_20220216_0CFAC71764,6
konzett-FALTER_20220518_B804602C3C,FALTER_20220928_C7F1FD40C8,7
konzett-FALTER_20220518_B804602C3C,FALTER_20220316_F51D71B7D9,8
konzett-FALTER_20220518_B804602C3C,FALTER_20220302_19351A344E,9
konzett-FALTER_20220518_B804602C3C,FALTER_20220518_D9551C3082,10
konzett-FALTER_20220518_B804602C3C,FALTER_20220323_A229E0EDC3,11
konzett-FALTER_20220518_B804602C3C,FALTER_20220803_F2C9E4BA31,12
konzett-FALTER_20220518_B804602C3C,FALTER_20220406_C308FD970B,13
konzett-FALTER_20220518_B804602C3C,FALTER_20220928_E5DF2B1850,14
konzett-FALTER_20220518_B804602C3C,FALTER_20221109_F45292DD67,15
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220511_71668B1344,1
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20221026_792F2C3031,2
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220223_33CA357D9B,3
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220928_1A92012FF7,4
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220615_145274EAAE,5
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20221102_9608F42DF6,6
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220202_CC707934FF,7
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220119_C283C25931,8
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220309_024405E114,9
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20221109_153991C14D,10
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20211222_A35407C20B,11
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20211222_250253607F,12
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220511_FBF1B6E8BF,13
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220420_130E405AF0,14
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220518_13F060E99A,15
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20221123_98EECFC58D,1
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220817_83DFD6F34A,2
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220601_40BFC237A6,3
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220713_932271D866,4
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220914_52562C2A92,5
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220713_D29CF71F6A,6
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20221207_71DD597266,7
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220302_7AB21756FE,8
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20221123_3DCE24364C,9
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20211222_40076C3AB9,10
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20221019_C7B0CE1462,11
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220126_5FA47BB63A,12
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220518_B804602C3C,13
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220406_7C4E975FD1,14
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220309_E0E0B5AA9A,15
konzett-FALTER_20220601_178086BAE3,FALTER_20220608_793A4CE426,1
konzett-FALTER_20220601_178086BAE3,FALTER_20220330_ECDF854278,2
konzett-FALTER_20220601_178086BAE3,FALTER_20220921_22135BD9FB,3
konzett-FALTER_20220601_178086BAE3,FALTER_20220413_EDC7023A23,4
konzett-FALTER_20220601_178086BAE3,FALTER_20220302_19351A344E,5
konzett-FALTER_20220601_178086BAE3,FALTER_20220615_56C4D2E107,6
konzett-FALTER_20220601_178086BAE3,FALTER_20220713_038D7E7989,7
konzett-FALTER_20220601_178086BAE3,FALTER_20220601_AED8029EDB,8
konzett-FALTER_20220601_178086BAE3,FALTER_20220302_0605724866,9
konzett-FALTER_20220601_178086BAE3,FALTER_20220216_154FB2A50F,10
konzett-FALTER_20220601_178086BAE3,FALTER_20220420_10649CB743,11
konzett-FALTER_20220601_178086BAE3,FALTER_20220413_92BC5802FB,12
konzett-FALTER_20220601_178086BAE3,FALTER_20220504_B8B7D5C052,13
konzett-FALTER_20220601_178086BAE3,FALTER_20220420_F43E5C235B,14
konzett-FALTER_20220601_178086BAE3,FALTER_20220202_4D9BB86D11,15
konzett-FALTER_20220601_B344719789,FALTER_20220824_55B72E76F9,1
konzett-FALTER_20220601_B344719789,FALTER_20220302_A898C15939,2
konzett-FALTER_20220601_B344719789,FALTER_20220921_22135BD9FB,3
konzett-FALTER_20220601_B344719789,FALTER_20220309_1C6B8418BE,4
konzett-FALTER_20220601_B344719789,FALTER_20220323_B272A60E63,5
konzett-FALTER_20220601_B344719789,FALTER_20220323_9D2681AD74,6
konzett-FALTER_20220601_B344719789,FALTER_20220413_EDC7023A23,7
konzett-FALTER_20220601_B344719789,FALTER_20220420_03E73B0284,8
konzett-FALTER_20220601_B344719789,FALTER_20220302_5B02AED7A2,9
konzett-FALTER_20220601_B344719789,FALTER_20220302_19351A344E,10
konzett-FALTER_20220601_B344719789,FALTER_20220302_0605724866,11
konzett-FALTER_20220601_B344719789,FALTER_20220323_A229E0EDC3,12
konzett-FALTER_20220601_B344719789,FALTER_20220216_154FB2A50F,13
konzett-FALTER_20220601_B344719789,FALTER_20220223_27DE9DFAF4,14
konzett-FALTER_20220601_B344719789,FALTER_20220629_2D1EF3F677,15
konzett-FALTER_20220608_793A4CE426,FALTER_20221012_3169BAE28F,1
konzett-FALTER_20220608_793A4CE426,FALTER_20220316_F30762FB84,2
konzett-FALTER_20220608_793A4CE426,FALTER_20220713_038D7E7989,3
konzett-FALTER_20220608_793A4CE426,FALTER_20220921_22135BD9FB,4
konzett-FALTER_20220608_793A4CE426,FALTER_20220601_AED8029EDB,5
konzett-FALTER_20220608_793A4CE426,FALTER_20220601_178086BAE3,6
konzett-FALTER_20220608_793A4CE426,FALTER_20220928_E5DF2B1850,7
konzett-FALTER_20220608_793A4CE426,FALTER_20220309_1C6B8418BE,8
konzett-FALTER_20220608_793A4CE426,FALTER_20220420_10649CB743,9
konzett-FALTER_20220608_793A4CE426,FALTER_20220302_6D4E5FFAA4,10
konzett-FALTER_20220608_793A4CE426,FALTER_20220413_EDC7023A23,11
konzett-FALTER_20220608_793A4CE426,FALTER_20220302_19351A344E,12
konzett-FALTER_20220608_793A4CE426,FALTER_20220302_0605724866,13
konzett-FALTER_20220608_793A4CE426,FALTER_20220216_154FB2A50F,14
konzett-FALTER_20220608_793A4CE426,FALTER_20220202_4D9BB86D11,15
konzett-FALTER_20220608_B14329BE3E,FALTER_20220629_3529909DD4,1
konzett-FALTER_20220608_B14329BE3E,FALTER_20220622_BAB30B3565,2
konzett-FALTER_20220608_B14329BE3E,FALTER_20220914_BE73D84549,3
konzett-FALTER_20220608_B14329BE3E,FALTER_20220622_04DB7DC9A8,4
konzett-FALTER_20220608_B14329BE3E,FALTER_20220316_C33003D020,5
konzett-FALTER_20220608_B14329BE3E,FALTER_20220608_EB939901FB,6
konzett-FALTER_20220608_B14329BE3E,FALTER_20220413_3CE88548EC,7
konzett-FALTER_20220608_B14329BE3E,FALTER_20220202_FC9C0315FA,8
konzett-FALTER_20220608_B14329BE3E,FALTER_20220323_B272A60E63,9
konzett-FALTER_20220608_B14329BE3E,FALTER_20220126_9004F14DEC,10
konzett-FALTER_20220608_B14329BE3E,FALTER_20221116_43D92DB2B6,11
konzett-FALTER_20220608_B14329BE3E,FALTER_20220504_05D47A7910,12
konzett-FALTER_20220608_B14329BE3E,FALTER_20211222_40076C3AB9,13
konzett-FALTER_20220608_B14329BE3E,FALTER_20220406_0B77A65566,14
konzett-FALTER_20220608_B14329BE3E,FALTER_20220413_3CDF83A3F8,15
konzett-FALTER_20220615_FFB5B18574,FALTER_20220907_3CA9E5CFA8,1
konzett-FALTER_20220615_FFB5B18574,FALTER_20220427_2C913FA8F8,2
konzett-FALTER_20220615_FFB5B18574,FALTER_20220629_3529909DD4,3
konzett-FALTER_20220615_FFB5B18574,FALTER_20220803_17694F2803,4
konzett-FALTER_20220615_FFB5B18574,FALTER_20220713_10A3A57EE6,5
konzett-FALTER_20220615_FFB5B18574,FALTER_20220907_765F2D497C,6
konzett-FALTER_20220615_FFB5B18574,FALTER_20220928_E44EB528BE,7
konzett-FALTER_20220615_FFB5B18574,FALTER_20221123_EC5C9F80EB,8
konzett-FALTER_20220615_FFB5B18574,FALTER_20220615_751D986E3A,9
konzett-FALTER_20220615_FFB5B18574,FALTER_20220323_B272A60E63,10
konzett-FALTER_20220615_FFB5B18574,FALTER_20220413_3CE88548EC,11
konzett-FALTER_20220615_FFB5B18574,FALTER_20220831_629F7A9F15,12
konzett-FALTER_20220615_FFB5B18574,FALTER_20220504_05D47A7910,13
konzett-FALTER_20220615_FFB5B18574,FALTER_20220316_C33003D020,14
konzett-FALTER_20220615_FFB5B18574,FALTER_20220914_3A40909FEF,15
kropshofer-FALTER_20220309_E639164461,FALTER_20221102_A843EB455B,1
kropshofer-FALTER_20220309_E639164461,FALTER_20220413_40F8789AE5,2
kropshofer-FALTER_20220309_E639164461,FALTER_20220713_B6BEB3EB65,3
kropshofer-FALTER_20220309_E639164461,FALTER_20220209_A2A33B7FC0,4
kropshofer-FALTER_20220309_E639164461,FALTER_20220817_512C1255EC,5
kropshofer-FALTER_20220309_E639164461,FALTER_20220427_B1DE446313,6
kropshofer-FALTER_20220309_E639164461,FALTER_20211222_04EB44E2A2,7
kropshofer-FALTER_20220309_E639164461,FALTER_20220202_CA714EA5FE,8
kropshofer-FALTER_20220309_E639164461,FALTER_20220112_ED9941A00F,9
kropshofer-FALTER_20220309_E639164461,FALTER_20220309_E0E0B5AA9A,10
kropshofer-FALTER_20220309_E639164461,FALTER_20220720_A728B9AAB6,11
